Timestamp,Symbol,Side,Price,Quantity
1970-01-01 01:00:00 +0100 BST,BTCUSDT,SELL,133600,0.0007309347415859686
1970-01-01 01:00:00 +0100 BST,BTCUSDT,BUY,138497.4,0.0007121390747454049
1970-01-01 01:00:00 +0100 BST,BTCUSDT,SELL,137000,0.0007127234758229037
1970-01-01 01:00:00 +0100 BST,BTCUSDT,BUY,137621.54,0.000716599649659604
1970-01-01 01:00:00 +0100 BST,BTCUSDT,SELL,136986.86,0.0007127205622212162
1970-01-01 01:00:00 +0100 BST,BTCUSDT,BUY,136833.16,0.0007206563481752537
1970-01-01 01:00:00 +0100 BST,BTCUSDT,SELL,136883.4,0.0007131879288571982
1970-01-01 01:00:00 +0100 BST,BTCUSDT,BUY,122803.41,0.0008029078706066933
1970-01-01 01:00:00 +0100 BST,BTCUSDT,SELL,118139.9,0.0008262562113399225
1970-01-01 01:00:00 +0100 BST,BTCUSDT,BUY,123093.01,0.0008009387734031208
1970-01-01 01:00:00 +0100 BST,BTCUSDT,SELL,125410.97,0.0007782737411205663
1970-01-01 01:00:00 +0100 BST,BTCUSDT,BUY,123624,0.0007974188300609405
1970-01-01 01:00:00 +0100 BST,BTCUSDT,SELL,122438.58,0.0007970878492136968
1970-01-01 01:00:00 +0100 BST,BTCUSDT,BUY,122504.9,0.0008046228962017759
1970-01-01 01:00:00 +0100 BST,BTCUSDT,SELL,124221.04,0.0007855717917233657
1970-01-01 01:00:00 +0100 BST,BTCUSDT,BUY,130800,0.0007535198043743521
1970-01-01 01:00:00 +0100 BST,BTCUSDT,SELL,126200,0.0007731758043426593
1970-01-01 01:00:00 +0100 BST,BTCUSDT,BUY,128253.32,0.0007684053276213359
1970-01-01 01:00:00 +0100 BST,BTCUSDT,SELL,127446.99,0.0007655341960558879
1970-01-01 01:00:00 +0100 BST,BTCUSDT,BUY,126222.6,0.0007806896650812669
1970-01-01 01:00:00 +0100 BST,BTCUSDT,SELL,125357.63,0.0007782156740398637
1970-01-01 01:00:00 +0100 BST,BTCUSDT,BUY,127753.19,0.0007712592167111815
1970-01-01 01:00:00 +0100 BST,BTCUSDT,SELL,126669.43,0.0007700793869462996
1970-01-01 01:00:00 +0100 BST,BTCUSDT,BUY,128380,0.0007674168263688235
1970-01-01 01:00:00 +0100 BST,BTCUSDT,SELL,126200,0.0007728665804083776
1970-01-01 01:00:00 +0100 BST,BTCUSDT,BUY,123908.04,0.0007950341242748463
